,status,currency,country_code,Country
3098,abandoned,NGN,null,
3099,abandoned,NGN,NG,
3100,success,NGN,NG,
3101,success,NGN,NG,
3102,abandoned,USD,null,
3103,success,NGN,NG,
3104,success,NGN,NG,
3105,abandoned,NGN,NG,
3106,success,NGN,NG,
3107,abandoned,NGN,null,
3108,abandoned,NGN,null,
3109,failed,NGN,NG,
3110,abandoned,NGN,null,
3111,abandoned,NGN,null,
3112,success,NGN,NG,
3113,abandoned,NGN,NG,
3114,success,NGN,NG,
3115,success,NGN,NG,
3116,abandoned,NGN,null,
3117,success,NGN,NG,
3118,success,NGN,NG,
3119,abandoned,USD,null,
3120,abandoned,NGN,null,
3121,success,NGN,GB,
3122,success,NGN,NG,
3123,success,NGN,NG,
3124,success,NGN,NG,
3125,abandoned,NGN,null,
3126,success,NGN,NG,
3127,success,USD,US,
3128,abandoned,NGN,null,
3129,success,NGN,NG,
3130,abandoned,NGN,null,
3131,abandoned,NGN,null,
3132,abandoned,USD,null,
3133,success,USD,,
3134,failed,NGN,US,
3135,success,NGN,NG,
3136,abandoned,NGN,null,
3137,success,NGN,NG,
3138,success,NGN,NG,
3139,abandoned,NGN,null,
3140,failed,NGN,NG,
3141,abandoned,NGN,null,
3142,failed,NGN,NG,
3143,success,NGN,NG,
3144,success,NGN,NG,
3145,abandoned,NGN,null,
3146,success,NGN,NG,
3147,success,NGN,NG,
3148,success,NGN,NG,
3149,success,NGN,NG,
3150,abandoned,NGN,null,
3151,abandoned,NGN,null,
3152,abandoned,NGN,null,
3153,success,NGN,NG,
3154,abandoned,NGN,null,
3155,abandoned,USD,null,
3156,success,NGN,NG,
3157,abandoned,NGN,NG,
3158,abandoned,USD,US,
3159,failed,NGN,NG,
3160,abandoned,NGN,null,
3161,success,NGN,NG,
3162,success,NGN,NG,
3163,abandoned,NGN,null,
3164,success,NGN,NG,
3165,abandoned,NGN,null,
3166,success,USD,IE,
3167,abandoned,NGN,null,
3168,failed,NGN,NG,
3169,abandoned,NGN,NG,
3170,success,NGN,NG,
3171,abandoned,NGN,null,
3172,failed,NGN,NG,
3173,abandoned,NGN,null,
3174,abandoned,USD,null,
3175,success,NGN,NG,
3176,abandoned,NGN,null,
3177,abandoned,NGN,null,
3178,abandoned,NGN,null,
3179,failed,NGN,NG,
3180,success,NGN,NG,
3181,success,NGN,NG,
3182,success,NGN,NG,
3183,abandoned,USD,null,
3184,abandoned,NGN,null,
3185,abandoned,NGN,null,
3186,abandoned,NGN,null,
3187,success,NGN,NG,
3188,failed,USD,US,
3189,failed,NGN,NG,
3190,abandoned,NGN,null,
3191,success,NGN,NG,
3192,failed,NGN,NG,
3193,abandoned,USD,null,
3194,abandoned,NGN,null,
3195,failed,NGN,AU,
3196,abandoned,NGN,null,
3197,abandoned,USD,null,
3198,success,NGN,NG,
3199,success,NGN,NG,
3200,success,NGN,NG,
3201,failed,USD,NG,
3202,abandoned,NGN,null,
3203,failed,NGN,NG,
3204,abandoned,NGN,null,
3205,success,NGN,NG,
3206,abandoned,NGN,NG,
3207,success,USD,GB,
3208,abandoned,NGN,null,
3209,abandoned,NGN,null,
3210,abandoned,USD,null,
3211,abandoned,NGN,null,
3212,success,NGN,NG,
3213,abandoned,NGN,null,
3214,abandoned,NGN,null,
3215,abandoned,NGN,null,
3216,failed,USD,US,
3217,abandoned,NGN,null,
3218,abandoned,NGN,null,
3219,success,NGN,NG,
3220,abandoned,USD,null,
3221,success,NGN,NG,
3222,abandoned,NGN,null,
3223,abandoned,NGN,null,
3224,abandoned,NGN,null,
3225,success,NGN,NG,
3226,abandoned,NGN,null,
3227,failed,NGN,NG,
3228,abandoned,NGN,null,
3229,abandoned,NGN,NG,
3230,success,NGN,NG,
3231,abandoned,NGN,null,
3232,success,NGN,NG,
3233,success,NGN,NG,
3234,abandoned,NGN,null,
3235,abandoned,NGN,null,
3236,abandoned,NGN,null,
3237,abandoned,NGN,null,
3238,success,NGN,NG,
3239,success,NGN,NG,
3240,failed,NGN,GB,
3241,success,NGN,NG,
3242,abandoned,USD,IT,
3243,abandoned,USD,null,
3244,abandoned,NGN,null,
3245,abandoned,NGN,null,
3246,abandoned,USD,null,
3247,success,NGN,NG,
3248,abandoned,NGN,NG,
3249,failed,NGN,US,
3250,abandoned,NGN,null,
3251,success,USD,GB,
3252,abandoned,NGN,null,
3253,abandoned,NGN,null,
3254,success,NGN,US,
3255,abandoned,NGN,NG,
3256,failed,NGN,NG,
3257,abandoned,NGN,null,
3258,failed,USD,NG,
3259,abandoned,NGN,null,
3260,failed,NGN,NG,
3261,abandoned,NGN,null,
3262,failed,USD,US,
3263,abandoned,NGN,null,
3264,success,USD,GB,
3265,abandoned,USD,null,
3266,success,USD,US,
3267,success,NGN,NG,
3268,abandoned,NGN,null,
3269,abandoned,NGN,null,
3270,abandoned,USD,FR,
3271,abandoned,NGN,null,
3272,abandoned,NGN,NG,
3273,abandoned,NGN,null,
3274,abandoned,USD,null,
3275,success,NGN,NG,
